chembl_id,smiles,name,molecular_weight
CHEMBL267863,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,,405.44
CHEMBL263882,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,,463.52
CHEMBL6331,Cn1cc(C2=C(c3cn(CCC[N+](C)(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21,,441.56
CHEMBL6332,Cn1cc(C2=C(c3cn(CCCCC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,,439.52
CHEMBL268769,CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,,426.52
CHEMBL269264,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,,398.47
CHEMBL6209,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,MERAFLOXACIN,379.41
CHEMBL6210,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,PD-117558,391.42
CHEMBL267386,Cn1cc(C2=C(c3cn(CCCN=C(N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,,440.51
CHEMBL6220,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccccc4)nn3)[C@H]2S1(=O)=O,,390.42
CHEMBL267626,CC1(C)[C@H](C(=O)O)N2C(=O)C(C/C=C/C#N)[C@@H]2S1(=O)=O,,298.32
CHEMBL6221,COC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,,331.35
CHEMBL265663,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC(F)(F)F)c3c2F)C1,,433.38
CHEMBL268292,Cn1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,,385.42
CHEMBL6205,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,,399.45
CHEMBL441172,Cn1cc(C2=C(c3cn(CCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,,413.48
CHEMBL6199,Cn1cc(C2=C(c3cn(CCCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,,427.50
CHEMBL429244,CNCCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,,412.49
CHEMBL6204,COc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1,,291.35
CHEMBL6229,CCc1cc2c(Sc3nnc(N)s3)ncnc2s1,,295.42
CHEMBL6231,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,AMIFLOXACIN,334.35
CHEMBL6215,CCc1cc2c(O)ncnc2s1,,180.23
CHEMBL6235,Cn1cc(C2=C(c3cn(CCCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,,426.52
CHEMBL266483,Cn1cc(C2=C(c3cn(CCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,,412.49
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CIPROFLOXACIN,331.35
CHEMBL6224,C1=C(c2ccccc2)CCNC1,,159.23
CHEMBL6225,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC4CC4)c3c2F)C1,,405.45
CHEMBL6256,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(NC)c3c2F)C1,,380.40
CHEMBL267230,C[N+]1([O-])CC=C(c2ccccc2)CC1,,189.26
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,NORFLOXACIN,319.34
CHEMBL268888,Cn1cc(C2=C(c3cn(CCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,,471.59
CHEMBL415287,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)C1,,397.40
CHEMBL6250,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,,385.38
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,SB-203580,377.44
CHEMBL268889,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,,305.34
CHEMBL266706,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCS3)cc1,,297.36
CHEMBL6304,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1,,279.32
CHEMBL266707,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1,,297.36
CHEMBL6294,Fc1ccc(-c2c(-c3cccnc3)nc3n2CCC3)cc1,,279.32
CHEMBL6299,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1,,434.47
CHEMBL263075,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,,427.45
CHEMBL6262,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1,,405.45
CHEMBL6276,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,,405.45
CHEMBL6279,Cn1cc(C2=C(c3cn(CCC/N=C(\N)N[N+](=O)[O-])c4ccccc34)C(=O)NC2=O)c2ccccc21,,485.50
CHEMBL269056,CCc1cc2c(Cl)ncnc2s1,,198.68
CHEMBL267127,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1,,294.43
CHEMBL269495,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1,,277.38
CHEMBL267678,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,,300.41
CHEMBL267914,Cc1ccc(Sc2ccnc3sc(C(N)=O)cc23)cc1,,300.41
CHEMBL6248,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1,,265.33
CHEMBL269339,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccccn3)[nH]2)cc1,,359.36
CHEMBL269341,N#Cc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,,366.38
CHEMBL440084,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,SB-431542,384.40
CHEMBL267228,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,,371.40
CHEMBL6252,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,359.36
CHEMBL268529,Cn1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,,384.44
CHEMBL267126,Cn1cc(C2=C(c3cn(CCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,,443.53
CHEMBL6274,Cn1cc(C2=C(c3cn(CCCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,,485.61
CHEMBL268530,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1,,287.41
CHEMBL6275,Cc1cc(C)cc(Sc2cncc3sc(C(N)=O)cc23)c1,,314.44
CHEMBL267125,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1C,,314.44
CHEMBL269497,Cc1cccc(Sc2cncc3sc(C(N)=O)cc23)c1,,300.41
CHEMBL6278,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12,,300.41
CHEMBL267456,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1,,286.38
CHEMBL6316,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1,,358.44
CHEMBL6324,Cc1ccc(Sc2cncc3sc(/C=N/OCc4ccccc4)cc23)cc1,,390.53
CHEMBL6249,Cc1ccc(Sc2cncc3sc(/C=N/Oc4ccccc4)cc23)cc1,,376.51
CHEMBL6258,Cc1ccc(Sc2cncc3sc(/C=N/O)cc23)cc1,,300.41
CHEMBL6257,NC(=O)c1cc2c(Cl)cncc2s1,,212.66
CHEMBL262570,C/C(=N\O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,314.44
CHEMBL6264,Cc1ccc(Sc2cncc3sc(/C=N/OCC(N)=O)cc23)cc1,,357.46
CHEMBL6636,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc([N+](=O)[O-])c2)cc1,,525.52
CHEMBL269598,Cc1ccc(Sc2cncc3sc(C(=O)NN)cc23)cc1,,315.42
CHEMBL6369,COC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,315.42
CHEMBL6370,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1,,301.39
CHEMBL6371,Cc1ccc(Sc2cncc3sc(C(=O)c4ccccc4)cc23)cc1,,361.49
CHEMBL266708,CC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,299.42
CHEMBL6381,Cc1ccc(Sc2cncc3sc(C=O)cc23)cc1,,285.39
CHEMBL266460,Cc1ccc(Sc2cncc3sc(C(=O)N=C(N)N)cc23)cc1,,342.45
CHEMBL6762,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1,,427.60
CHEMBL266197,CCc1cc2c(Sc3ccc(C)cc3)cncc2s1,,285.44
CHEMBL269075,CONC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,330.43
CHEMBL6517,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,344.46
CHEMBL263080,NC(=O)c1cc2c(Sc3ccccn3)cncc2s1,,287.37
CHEMBL6534,NC(=O)c1cc2c(Sc3ccc(-c4ccccc4)cc3)cncc2s1,,362.48
CHEMBL263081,COc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,,316.41
CHEMBL266198,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1,,365.28
CHEMBL6612,NC(=O)c1cc2c(Sc3ccc(Cl)c(Cl)c3)cncc2s1,,355.27
CHEMBL268567,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1,,320.83
CHEMBL428508,Cc1ccc(Sc2cncc3sc(C(=O)NCC(O)CO)cc23)cc1,,374.49
CHEMBL6417,Cc1ccc(Sc2cncc3sc(C(=O)Nc4ccc(Cl)cc4)cc23)cc1,,410.95
CHEMBL266429,Cc1ccc(Sc2cncc3sc(C(=N)S)cc23)cc1,,316.48
CHEMBL6490,CCC(c1cc(Br)c(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1,,585.96
CHEMBL414201,CC(=O)OC1CC2(O)C3CCC4CC(OC=O)CCC4(C)C3CCC2(C)[C@H]1C1=CC(=O)OC1,,460.57
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,HARMINE,212.25
CHEMBL6857,Brc1cccc2c3c([nH]c12)CNCC3,,251.13
CHEMBL6746,Brc1cccc2c3c([nH]c12)C=NCC3,,249.11
CHEMBL6505,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCCN)CCCCN)C(C)(C)C)C(=O)O,,711.95
CHEMBL266571,CN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C,,826.06
CHEMBL266572,Cc1ccc(Sc2cncc3sccc23)cc1,,257.38
CHEMBL6558,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@H](C4=CC(=O)OC4)C(=O)CC32O)C1,,430.54
CHEMBL6404,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(F)c1,,288.36
CHEMBL6717,COc1ccc2[nH]c3c(c2c1)CCN=C3,,200.24
CHEMBL6532,C/N=C(/NC(N)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,317.35
CHEMBL427969,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(O)CC32O)C1,,448.56
CHEMBL6647,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,,423.29
CHEMBL6514,Cc1c(C)c2c(c(C)c1OCc1ccccc1)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2,,586.75
CHEMBL266066,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1,,475.55
CHEMBL6398,CNC(=N)NCCCC(N)P(=O)(O)O,,224.20
CHEMBL269002,C/N=C(/NC(C)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,316.36
CHEMBL264095,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc(C#N)c2)c(F)c1,,493.54
CHEMBL6576,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12,,394.25
CHEMBL6591,COc1cccc2[nH]c3c(c12)CCN=C3,,200.24
CHEMBL6586,COc1cccc2[nH]c3c(c12)CCNC3,,202.26
CHEMBL268151,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2nccs2)c(F)c1,,475.55
CHEMBL6388,NC(N)=NCCCC(N)P(=O)(O)O,,210.17
CHEMBL6401,NC(N)=NCCCC(N)[PH](=O)O,,194.17
CHEMBL6320,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1,,316.41
CHEMBL268667,NC(=O)Sc1cncc2sc(C(N)=O)cc12,,253.31
CHEMBL269570,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1,,334.85
CHEMBL6310,COc1ccc2c3c([nH]c2c1)CNCC3,,202.26
CHEMBL269571,COc1cccc2c3c([nH]c12)CNCC3,,202.26
CHEMBL6325,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)cc1,,481.51
CHEMBL268099,NC(=O)c1cc2c(SC3CCCCC3)cncc2s1,,292.43
CHEMBL267938,Cc1occc1Sc1cncc2sc(C(N)=O)cc12,,290.37
CHEMBL268070,Cc1nnc(Sc2cncc3sc(C(N)=O)cc23)s1,,308.41
CHEMBL6829,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2)cc1,,436.52
CHEMBL6830,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1,,314.44
CHEMBL268600,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C,,826.10
CHEMBL6562,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C,,798.09
CHEMBL6383,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O,,418.53
CHEMBL415107,CCC(c1ccc(O)c(F)c1)C(CC)c1ccc(O)c(F)c1,,306.35
CHEMBL267937,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(I)c1,,396.27
CHEMBL266196,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,,465.62
CHEMBL6442,Cc1ccc(Sc2cccc3sc(C(N)=O)cc23)cc1,,299.42
CHEMBL268149,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1,,506.59
CHEMBL6307,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1,,374.44
CHEMBL6295,CCC(c1ccc(O)c(I)c1)C(CC)c1ccc(O)c(I)c1,,522.16
CHEMBL6296,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,,432.30
CHEMBL6305,CNC(=N)NCCCC(N)[PH](=O)O,,208.20
CHEMBL266221,C1=NCCc2c1[nH]c1ccccc21,,170.21
CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12,,407.29
CHEMBL6761,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12,,362.84
CHEMBL380726,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)(C)C)C(=O)O,,655.84
CHEMBL6516,CCC(c1ccc(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1,,507.06
CHEMBL269057,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-],,255.17
CHEMBL6426,Brc1cccc2[nH]c3c(c12)CCNC3,,251.13
CHEMBL6427,Brc1ccc2[nH]c3c(c2c1)CCNC3,,251.13
CHEMBL6716,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN=C(N)N)CCCN=C(N)N)C(C)(C)C)C(=O)O,,767.98
CHEMBL427604,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O,,770.03
CHEMBL265671,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NCCCCCCN)C(C)(C)C,,783.07
CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,,423.29
CHEMBL268174,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,,372.45
CHEMBL266306,CC(C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,,1574.97
CHEMBL385851,CC(C)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]2CS[C@H]3CC[C@H](NC(=O)[C@@H](O)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)NC1=O)C(=O)N32,,1070.15
CHEMBL6573,N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-],,239.17
CHEMBL268691,COc1cc(Br)c2c3c([nH]c2c1)CNCC3,,281.15
CHEMBL414199,CCC(c1ccc(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1,,648.06
CHEMBL441891,Brc1ccc2c3c([nH]c2c1)CNCC3,,251.13
CHEMBL263883,Cn1c2c(c3ccccc31)CCNC2,,186.26
CHEMBL266798,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1,,300.41
CHEMBL6430,CCc1cc2c(NCc3ccccc3)ncnc2s1,,269.37
CHEMBL266799,CCc1cc2c(Sc3ccccn3)ncnc2s1,,273.39
CHEMBL428999,Brc1ccc2c3c([nH]c2c1)C=NCC3,,249.11
CHEMBL6626,Brc1ccc2[nH]c3c(c2c1)CCN=C3,,249.11
CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1,,469.52
CHEMBL267036,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,275.31
CHEMBL265621,C/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,299.33
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2,PNU-22394,200.28
CHEMBL427956,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN)CCCN)C(C)(C)C)C(=O)O,,683.89
CHEMBL269236,c1ccc2c3c([nH]c2c1)CNCC3,TRYPTOLINE,172.23
CHEMBL6567,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,,246.19
CHEMBL6386,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,,272.39
CHEMBL267702,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1,,443.53
CHEMBL6384,CN/C(=N/C1=CC(C)(C)Oc2ccc(C#N)cc21)NC#N,,281.32
CHEMBL6467,CSc1ccc(CC(C)N)cc1,4-METHYLTHIOAMPHETAMINE,181.30
CHEMBL414012,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1,,508.51
CHEMBL269074,c1ccc2c3c([nH]c2c1)CCNC3,,172.23
CHEMBL268387,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1,,342.42
CHEMBL6389,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2,,320.48
CHEMBL6390,O=C1Nc2ccccc2C12OCCCO2,,205.21
CHEMBL266956,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1,,480.52
CHEMBL441173,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(OC=O)CC43O)C2)CC(O)C1O,,548.67
CHEMBL6509,NCc1c[nH]c2ccccc12,,146.19
CHEMBL6412,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,,392.87
CHEMBL6616,COc1cc(CC(C)N)c(OC)cc1I,,321.16
CHEMBL268689,CCC(Cc1ccc2c(c1)OCO2)NC,,207.27
CHEMBL6472,CCC(c1cc(I)c(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1,,773.96
CHEMBL267599,Brc1cccc2[nH]c3c(c12)CCN=C3,,249.11
CHEMBL6639,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc(O)c2)cc1,,496.52
CHEMBL6640,NCCc1c[nH]c2ccccc12,TRYPTAMINE,160.22
CHEMBL268854,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1,,470.96
CHEMBL6523,CCc1cc2c(Sc3ccc(C)cc3)ncnc2s1,,286.43
CHEMBL266064,CCc1cc2c(SCc3ccccc3)ncnc2s1,,286.42
CHEMBL6602,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O,,587.59
CHEMBL6508,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O,,746.99
CHEMBL269601,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O,,770.03
CHEMBL267459,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C)C(=O)O,,798.05
CHEMBL269367,COc1cccc2c3c([nH]c12)C=NCC3,,200.24
CHEMBL6409,COc1ccc2c3c([nH]c2c1)C=NCC3,CGS-19281A,200.24
CHEMBL266084,COc1ccc2[nH]c3c(c2c1)CCNC3,,202.26
CHEMBL6560,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC(=O)O)cc1,,404.43
CHEMBL268100,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1,,461.53
CHEMBL6548,O=C1Nc2ccc(Br)cc2C12SCCS2,,302.22
CHEMBL6561,O=C1Nc2ccc(Cl)cc2C12OCCS2,,241.70
CHEMBL268453,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)c(F)c1,,513.53
CHEMBL6461,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],Ro-481220,292.25
CHEMBL6715,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)c(F)c1,,478.52
CHEMBL266316,O=C1Nc2c(C(F)(F)F)cccc2C12OCCO2,,259.18
CHEMBL6402,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)CC(O)C1O,,520.66
CHEMBL267703,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)[C@@H](C6=CC(=O)OC6)C(O)CC54O)C3)OC2C)CC(O)C1O,,650.81
CHEMBL6391,Cc1c(CC(C)N)ccc2c1OCO2,,193.25
CHEMBL6330,Cc1cc(CC(C)N)cc2c1OCO2,,193.25
CHEMBL268629,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1,,539.55
CHEMBL6506,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OCc3ccccc3)cccc12,,513.42
CHEMBL6588,CCOc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,,451.35
CHEMBL6542,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1,,354.38
CHEMBL6470,COc1ccc2c(c1)[nH]c1cnccc12,,198.22
CHEMBL267164,COCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,,389.46
CHEMBL6831,CCN(CC)C(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1,,387.48
CHEMBL269342,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cscn2)cc1,,443.53
CHEMBL6317,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccsc2)cc1,,442.54
CHEMBL267457,CCCCNC(=O)CCC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,,415.54
CHEMBL267458,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,BMS-182874,345.42
CHEMBL6318,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,IDOXIFENE,523.46
CHEMBL268389,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN2CCCC2)cc1)c1ccccc1,,565.54
